Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales
FDE51,5.925,Regular,0.096662969,Dairy,45.3086,OUT045,2002,,Tier 2,Supermarket Type1,5083.479321
FDV27,7.97,Regular,0.03999003,Meat,86.8514,OUT046,1997,Small,Tier 1,Supermarket Type1,282.967304
FDF16,7.3,Low Fat,0.086116086,Frozen Foods,148.4076,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.385249
FDZ02,6.905,Regular,0.038206735,Dairy,96.1726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.471896
NCK05,20.1,Low Fat,0.077611332,Health and Hygiene,63.0536,OUT045,2002,,Tier 2,Supermarket Type1,1837.968321
FDM12,,Regular,0.069578418,Baking Goods,190.2214,OUT027,1985,Medium,Tier 3,Supermarket Type3,682.9390057
NCA05,20.75,Low Fat,0.025233003,Health and Hygiene,150.1734,OUT018,2009,Medium,Tier 3,Supermarket Type2,2435.133414
FDX33,9.195,Regular,0.117723097,Snack Foods,159.5578,OUT045,2002,,Tier 2,Supermarket Type1,1996.713298
FDM25,10.695,Regular,0,Breakfast,176.1712,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.29
FDE41,9.195,Regular,0.064274939,Frozen Foods,85.8566,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.66852
FDW14,8.3,reg,0.038289031,Dairy,88.4198,OUT045,2002,,Tier 2,Supermarket Type1,33.29
NCD30,19.7,Low Fat,0.026849263,Household,95.8726,OUT046,1997,Small,Tier 1,Supermarket Type1,4493.459187
FDB23,19.2,Regular,0.009354173,Starchy Foods,226.0062,OUT010,1998,,Tier 3,Grocery Store,2536.67097
FDF45,18.2,Regular,0.012204712,Fruits and Vegetables,60.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,3914.91587
FDW20,20.75,Low Fat,0.024286028,Fruits and Vegetables,124.873,OUT017,2007,,Tier 2,Supermarket Type1,1566.439923
FDF47,20.85,Low Fat,0.097816206,Starchy Foods,222.7746,OUT045,2002,,Tier 2,Supermarket Type1,3941.50003
NCR05,,low fat,0.095651539,Health and Hygiene,200.4084,OUT019,1985,Small,Tier 1,Grocery Store,3496.406656
DRB01,7.39,Low Fat,0.082239384,Soft Drinks,187.753,OUT046,1997,Small,Tier 1,Supermarket Type1,33.29
FDE36,5.26,Regular,0.041737624,Baking Goods,164.4868,OUT013,1987,High,Tier 3,Supermarket Type1,3024.472594
FDU56,16.85,Low Fat,0.044483108,Fruits and Vegetables,184.2266,OUT049,1999,Medium,Tier 1,Supermarket Type1,3023.195251
FDB23,19.2,Regular,0.00559729,Starchy Foods,224.8062,OUT049,1999,Medium,Tier 1,Supermarket Type1,923.6507889
FDN48,13.35,Low Fat,0.065051711,Baking Goods,91.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,3194.750502
FDS43,11.65,Low Fat,0.040481173,Fruits and Vegetables,188.024,OUT013,1987,High,Tier 3,Supermarket Type1,579.1186432
NCN05,8.235,Low Fat,0.014447639,Health and Hygiene,183.895,OUT013,1987,High,Tier 3,Supermarket Type1,2812.36388
NCL53,7.5,Low Fat,0.036291254,Health and Hygiene,176.2028,OUT049,1999,Medium,Tier 1,Supermarket Type1,2518.744771
FDL56,14.1,Low Fat,0.125780608,Fruits and Vegetables,86.9198,OUT046,1997,Small,Tier 1,Supermarket Type1,5692.839917
FDH17,16.2,Regular,0.016721179,Frozen Foods,96.1726,OUT018,2009,Medium,Tier 3,Supermarket Type2,5294.73436
FDP37,15.6,Low Fat,0.143105952,Breakfast,126.7994,OUT046,1997,Small,Tier 1,Supermarket Type1,1051.25467
FDG09,,Regular,0.083930246,Fruits and Vegetables,188.9556,OUT019,1985,Small,Tier 1,Grocery Store,3858.964039
FDA55,17.2,Regular,0.057104603,Fruits and Vegetables,223.1088,OUT045,2002,,Tier 2,Supermarket Type1,5316.656166
FDX31,20.35,Regular,0.014848655,Fruits and Vegetables,234.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.29
FDJ41,6.85,LF,0.022929688,Frozen Foods,261.4594,OUT045,2002,,Tier 2,Supermarket Type1,2135.174189
DRC24,17.85,Low Fat,0.024871616,Soft Drinks,155.7998,OUT045,2002,,Tier 2,Supermarket Type1,943.3410349
FDQ21,21.25,Low Fat,0.01941956,Snack Foods,122.5756,OUT035,2004,Small,Tier 2,Supermarket Type1,1269.598959
NCT54,8.695,Low Fat,0.119778027,Household,93.9094,OUT045,2002,,Tier 2,Supermarket Type1,1755.437619
FDH08,7.51,Low Fat,0.017456177,Fruits and Vegetables,230.101,OUT049,1999,Medium,Tier 1,Supermarket Type1,3752.532881
FDY38,13.6,Regular,0.119661905,Dairy,233.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,4061.692162
DRM11,6.57,Low Fat,0.110586928,Hard Drinks,261.0278,OUT010,1998,,Tier 3,Grocery Store,4572.215655
FDG32,19.85,Low Fat,0.176269152,Fruits and Vegetables,221.6772,OUT049,1999,Medium,Tier 1,Supermarket Type1,1376.082137
NCH18,9.3,LF,0.04466123,Household,245.2802,OUT046,1997,Small,Tier 1,Supermarket Type1,3506.399997
FDI20,19.1,Low Fat,0.038556468,Fruits and Vegetables,211.2586,OUT035,2004,Small,Tier 2,Supermarket Type1,1684.223354
FDA33,6.48,Low Fat,0.034037991,Snack Foods,147.2076,OUT018,2009,Medium,Tier 3,Supermarket Type2,2778.272458
FDN45,19.35,Low Fat,0.118004487,Snack Foods,223.3088,OUT013,1987,High,Tier 3,Supermarket Type1,33.29
FDT45,15.85,Low Fat,0.095930954,Snack Foods,56.0956,OUT010,1998,,Tier 3,Grocery Store,2747.735085
FDR32,6.78,Regular,0.085791732,Fruits and Vegetables,228.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,1466.685444
FDA48,12.1,Low Fat,0.115523835,Baking Goods,220.8114,OUT017,2007,,Tier 2,Supermarket Type1,4416.107942
FDN23,6.575,Regular,0.075934861,Breads,144.8444,OUT017,2007,,Tier 2,Supermarket Type1,4206.677016
NCR18,15.85,Low Fat,0.020483751,Household,43.2112,OUT035,2004,Small,Tier 2,Supermarket Type1,3684.16373
FDD45,8.615,Low Fat,0.116248965,Fruits and Vegetables,94.1436,OUT046,1997,Small,Tier 1,Supermarket Type1,2764.781879
FDI22,12.6,Low Fat,0.096604361,Snack Foods,207.0612,OUT018,2009,Medium,Tier 3,Supermarket Type2,2859.050113
FDT09,15.15,Regular,0,Snack Foods,132.9284,OUT013,1987,High,Tier 3,Supermarket Type1,1275.080058
DRC24,,Low Fat,0.02470108,Soft Drinks,154.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,4349.102717
FDT39,6.26,Regular,0.009867915,Meat,149.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,4320.68413
FDX28,6.325,Low Fat,0.125431986,Frozen Foods,98.4042,OUT045,2002,,Tier 2,Supermarket Type1,1774.359238
FDA50,16.25,Low Fat,0.087530252,Dairy,95.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,3399.546375
FDT33,,Regular,0.033826055,Snack Foods,168.4158,OUT027,1985,Medium,Tier 3,Supermarket Type3,993.8143201
FDQ60,6.195,Regular,0.10954449,Baking Goods,120.4098,OUT049,1999,Medium,Tier 1,Supermarket Type1,4012.455003
NCM19,12.65,Low Fat,0.04742967,Others,112.0202,OUT018,2009,Medium,Tier 3,Supermarket Type2,3905.571943
FDF40,20.25,Regular,0.022512133,Dairy,248.4092,OUT046,1997,Small,Tier 1,Supermarket Type1,1717.074772
NCI30,20.25,Low Fat,0.058924378,Household,245.046,OUT035,2004,Small,Tier 2,Supermarket Type1,6335.335409
FDK34,13.35,Low Fat,0.038586582,Snack Foods,238.0564,OUT049,1999,Medium,Tier 1,Supermarket Type1,1869.504533
FDA38,,Low Fat,0.025356532,Dairy,239.4538,OUT027,1985,Medium,Tier 3,Supermarket Type3,170.9838836
FDT02,12.6,LF,0.024243799,Dairy,36.9874,OUT045,2002,,Tier 2,Supermarket Type1,4790.428744
FDC11,20.5,Low Fat,0.142594879,Starchy Foods,87.7172,OUT017,2007,,Tier 2,Supermarket Type1,2671.193453
FDD08,8.3,Low Fat,0.035354361,Fruits and Vegetables,39.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,4057.291537
NCS29,9,Low Fat,0.069545461,Health and Hygiene,262.9884,OUT046,1997,Small,Tier 1,Supermarket Type1,3994.285375
DRI03,6.03,Low Fat,0.038001328,Dairy,176.6028,OUT010,1998,,Tier 3,Grocery Store,3836.512357
FDK48,7.445,Low Fat,0.037625107,Baking Goods,73.2354,OUT035,2004,Small,Tier 2,Supermarket Type1,33.29
FDM52,15.1,Low Fat,0.026033836,Frozen Foods,149.5076,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.467058
FDP49,9,Regular,0.069075897,Breakfast,57.0614,OUT035,2004,Small,Tier 2,Supermarket Type1,555.9308117
DRA24,19.35,Regular,0.039928237,Soft Drinks,164.5868,OUT046,1997,Small,Tier 1,Supermarket Type1,5000.867364
NCJ43,6.635,Low Fat,0.027111488,Household,172.5396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1070.926149
FDE11,17.7,Regular,0.135369952,Starchy Foods,183.6924,OUT045,2002,,Tier 2,Supermarket Type1,5413.36248
FDP01,20.75,Regular,0.063424403,Breakfast,154.3682,OUT049,1999,Medium,Tier 1,Supermarket Type1,3477.963164
FDQ59,9.8,reg,0.056616236,Breads,84.6908,OUT018,2009,Medium,Tier 3,Supermarket Type2,33.29
FDA43,,Low Fat,0.113238888,Fruits and Vegetables,194.5794,OUT019,1985,Small,Tier 1,Grocery Store,2584.816944
FDL14,8.115,Regular,0.03234077,Canned,154.3972,OUT017,2007,,Tier 2,Supermarket Type1,1492.317757
FDV50,14.3,Low Fat,0,Dairy,124.173,OUT010,1998,,Tier 3,Grocery Store,1615.251024
FDT01,,Regular,0.183275872,Canned,210.4902,OUT027,1985,Medium,Tier 3,Supermarket Type3,2883.011879
NCC42,15,Low Fat,0.044899912,Health and Hygiene,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,1381.89377
FDO28,5.765,Low Fat,0.07229836,Frozen Foods,118.8098,OUT046,1997,Small,Tier 1,Supermarket Type1,33.29
FDD32,,Regular,0.071666638,Fruits and Vegetables,80.6276,OUT019,1985,Small,Tier 1,Grocery Store,3387.279809
FDV45,16.75,Low Fat,0.045038921,Snack Foods,185.8556,OUT035,2004,Small,Tier 2,Supermarket Type1,1785.639392
NCW17,,Low Fat,0.033942792,Health and Hygiene,126.5994,OUT019,1985,Small,Tier 1,Grocery Store,263.1107775
NCJ17,,Low Fat,0.151817729,Health and Hygiene,86.0224,OUT027,1985,Medium,Tier 3,Supermarket Type3,4803.856362
NCF18,18.35,Low Fat,0.089120941,Household,190.5504,OUT049,1999,Medium,Tier 1,Supermarket Type1,1868.119408
FDP01,20.75,Regular,0.063454375,Breakfast,153.2682,OUT045,2002,,Tier 2,Supermarket Type1,1371.661192
FDH24,20.7,Low Fat,0.021474597,Baking Goods,156.9288,OUT045,2002,,Tier 2,Supermarket Type1,2763.866686
FDI38,,Regular,0.014556069,Canned,208.7638,OUT027,1985,Medium,Tier 3,Supermarket Type3,1034.949892
FDX03,15.85,Regular,0.061084423,Meat,44.7744,OUT035,2004,Small,Tier 2,Supermarket Type1,3396.189107
FDY28,7.47,Regular,0.152150971,Frozen Foods,213.5218,OUT046,1997,Small,Tier 1,Supermarket Type1,1753.772731
FDN34,15.6,Regular,0.045950668,Snack Foods,170.8132,OUT018,2009,Medium,Tier 3,Supermarket Type2,379.6057371
FDJ02,17.2,Regular,0.02521782,Canned,148.5418,OUT045,2002,,Tier 2,Supermarket Type1,33.29
FDW40,,Regular,0.184096112,Frozen Foods,140.7812,OUT019,1985,Small,Tier 1,Grocery Store,1567.397806
FDX03,15.85,Regular,0.06144156,Meat,43.4744,OUT017,2007,,Tier 2,Supermarket Type1,1448.374742
FDE17,,Regular,0.054191792,Frozen Foods,152.1366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3543.316478
FDT58,9,Low Fat,0.085954716,Snack Foods,167.4816,OUT046,1997,Small,Tier 1,Supermarket Type1,2474.2792
FDI38,13.35,Regular,0.014614728,Canned,207.9638,OUT013,1987,High,Tier 3,Supermarket Type1,3522.128279
FDW22,9.695,Regular,0.030284659,Snack Foods,223.3114,OUT035,2004,Small,Tier 2,Supermarket Type1,1710.874986
FDS15,,Regular,0.077682589,Meat,109.2596,OUT027,1985,Medium,Tier 3,Supermarket Type3,4481.980683
NCX06,17.6,Low Fat,0.01567399,Household,181.9976,OUT013,1987,High,Tier 3,Supermarket Type1,2470.819747
DRK47,7.905,Low Fat,0.064052266,Hard Drinks,229.9694,OUT035,2004,Small,Tier 2,Supermarket Type1,2939.012603
FDC23,,Low Fat,0.017819491,Starchy Foods,178.0686,OUT027,1985,Medium,Tier 3,Supermarket Type3,749.3293656
FDM56,16.7,Low Fat,0.117486329,Fruits and Vegetables,107.4912,OUT010,1998,,Tier 3,Grocery Store,2951.507735
FDP21,7.42,Regular,0.025740842,Snack Foods,190.0872,OUT046,1997,Small,Tier 1,Supermarket Type1,33.29
FDP58,11.1,Low Fat,0.135142318,Snack Foods,218.8482,OUT046,1997,Small,Tier 1,Supermarket Type1,1586.848285
FDA27,,Regular,0.054150291,Dairy,254.7672,OUT019,1985,Small,Tier 1,Grocery Store,726.9472165
FDK41,,Low Fat,0.223309091,Frozen Foods,85.5224,OUT019,1985,Small,Tier 1,Grocery Store,4895.986179
NCH42,6.86,Low Fat,0.03653732,Household,230.601,OUT046,1997,Small,Tier 1,Supermarket Type1,1656.660265
FDG29,17.6,Low Fat,0.056406081,Frozen Foods,42.5454,OUT045,2002,,Tier 2,Supermarket Type1,2604.618656
FDW15,15.35,Regular,0.055338105,Meat,150.4734,OUT018,2009,Medium,Tier 3,Supermarket Type2,3475.026112
FDD28,10.695,Low Fat,0.053513977,Frozen Foods,59.1904,OUT018,2009,Medium,Tier 3,Supermarket Type2,1198.301825
FDQ37,20.75,Low Fat,0.089399444,Breakfast,193.9478,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.29
FDC23,18,Low Fat,0.017902817,Starchy Foods,178.2686,OUT035,2004,Small,Tier 2,Supermarket Type1,3959.835645
FDV13,17.35,Regular,0.027605646,Canned,88.9856,OUT035,2004,Small,Tier 2,Supermarket Type1,33.29
FDK33,17.85,Low Fat,0.01123525,Snack Foods,211.856,OUT046,1997,Small,Tier 1,Supermarket Type1,4267.06036
FDO33,14.75,Low Fat,0.089248129,Snack Foods,113.1518,OUT013,1987,High,Tier 3,Supermarket Type1,3090.75535
FDN21,18.6,Low Fat,0.077290355,Snack Foods,161.9236,OUT017,2007,,Tier 2,Supermarket Type1,1252.541338
NCW06,,Low Fat,0.050096661,Household,192.4162,OUT027,1985,Medium,Tier 3,Supermarket Type3,1337.834337
FDI38,13.35,Regular,0.014624135,Canned,207.2638,OUT035,2004,Small,Tier 2,Supermarket Type1,722.03695
FDC21,,Regular,0.04275079,Fruits and Vegetables,107.7254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.791878
NCS05,11.5,LF,0.020978072,Health and Hygiene,132.8942,OUT046,1997,Small,Tier 1,Supermarket Type1,1204.850688
NCN53,5.175,Low Fat,0.030402657,Health and Hygiene,37.0874,OUT049,1999,Medium,Tier 1,Supermarket Type1,3223.457461
FDV40,17.35,Low Fat,0.024591034,Frozen Foods,74.8038,OUT010,1998,,Tier 3,Grocery Store,2734.12259
FDG60,20.35,Low Fat,0.061043068,Baking Goods,233.0616,OUT017,2007,,Tier 2,Supermarket Type1,821.571629
NCY30,,Low Fat,0.025827578,Household,182.7976,OUT027,1985,Medium,Tier 3,Supermarket Type3,1045.852927
FDM40,10.195,Low Fat,0.160261305,Frozen Foods,141.0154,OUT045,2002,,Tier 2,Supermarket Type1,594.3882801
NCO30,19.5,Low Fat,0,Household,183.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,3064.331347
FDK10,5.785,Regular,0.04035886,Snack Foods,181.366,OUT046,1997,Small,Tier 1,Supermarket Type1,6789.947456
FDM36,11.65,Regular,0.058849939,Baking Goods,172.7422,OUT045,2002,,Tier 2,Supermarket Type1,2343.1229
FDN10,11.5,Low Fat,0.046085421,Snack Foods,117.6124,OUT013,1987,High,Tier 3,Supermarket Type1,3069.755721
FDM46,7.365,Low Fat,0.160619486,Snack Foods,93.612,OUT018,2009,Medium,Tier 3,Supermarket Type2,1600.061884
FDX50,20.1,LF,0.074743226,Dairy,111.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.29
FDP33,18.7,Low Fat,0.0894533,Snack Foods,254.3672,OUT045,2002,,Tier 2,Supermarket Type1,167.435622
FDO12,15.75,Low Fat,0,Baking Goods,194.8452,OUT045,2002,,Tier 2,Supermarket Type1,459.5911024
FDC28,7.905,Low Fat,0.05494116,Frozen Foods,110.4254,OUT013,1987,High,Tier 3,Supermarket Type1,3687.586308
FDO31,6.76,Regular,0.02904146,Fruits and Vegetables,80.796,OUT045,2002,,Tier 2,Supermarket Type1,3616.451375
FDX45,16.75,Low Fat,0.104835967,Snack Foods,154.863,OUT035,2004,Small,Tier 2,Supermarket Type1,3099.349295
FDV21,11.5,Low Fat,0.171348934,Snack Foods,125.7704,OUT049,1999,Medium,Tier 1,Supermarket Type1,667.7057981
FDH04,6.115,Regular,0.011390654,Frozen Foods,91.0488,OUT049,1999,Medium,Tier 1,Supermarket Type1,993.6477166
NCG54,12.1,Low Fat,0.079739853,Household,169.4106,OUT013,1987,High,Tier 3,Supermarket Type1,3712.137417
FDO13,7.865,Low Fat,0.061059672,Breakfast,162.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,4133.388196
FDA09,,Regular,0.148643089,Snack Foods,179.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,2665.553309
FDC38,15.7,Low Fat,0.123186843,Canned,133.5942,OUT017,2007,,Tier 2,Supermarket Type1,3294.068527
NCO42,21.25,Low Fat,0.024655594,Household,144.0102,OUT046,1997,Small,Tier 1,Supermarket Type1,4832.879383
FDL45,15.6,Low Fat,0.037746432,Snack Foods,123.8704,OUT049,1999,Medium,Tier 1,Supermarket Type1,3787.008894
NCK31,10.895,Low Fat,0.027025266,Others,52.2666,OUT013,1987,High,Tier 3,Supermarket Type1,5079.665356
FDM39,6.42,Low Fat,0.053773114,Dairy,179.0002,OUT017,2007,,Tier 2,Supermarket Type1,1756.501208
FDC22,6.89,reg,0.228353164,Snack Foods,192.482,OUT010,1998,,Tier 3,Grocery Store,1339.241858
FDF46,7.07,LF,0.093671176,Snack Foods,115.3834,OUT046,1997,Small,Tier 1,Supermarket Type1,4076.149988
FDQ37,20.75,Low Fat,0.08944169,Breakfast,192.0478,OUT045,2002,,Tier 2,Supermarket Type1,2108.667802
FDH41,9,Low Fat,0.137270472,Frozen Foods,213.4534,OUT010,1998,,Tier 3,Grocery Store,1731.228789
FDQ04,6.4,Low Fat,0.084753606,Frozen Foods,40.2796,OUT046,1997,Small,Tier 1,Supermarket Type1,6160.351028
NCQ02,,Low Fat,0,Household,189.2556,OUT027,1985,Medium,Tier 3,Supermarket Type3,2410.425749
FDJ57,,Regular,0.021469174,Seafood,187.6582,OUT027,1985,Medium,Tier 3,Supermarket Type3,303.656048
NCE07,8.18,Low Fat,0.013150445,Household,140.6154,OUT049,1999,Medium,Tier 1,Supermarket Type1,1578.633231
FDE56,17.25,Regular,0.159062948,Fruits and Vegetables,60.2194,OUT013,1987,High,Tier 3,Supermarket Type1,483.3732645
FDI20,19.1,Low Fat,0.038623716,Fruits and Vegetables,209.6586,OUT049,1999,Medium,Tier 1,Supermarket Type1,58.78450878
FDK36,7.09,Low Fat,0,Baking Goods,49.1034,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.874032
FDP08,,Regular,0.111865695,Fruits and Vegetables,191.8478,OUT027,1985,Medium,Tier 3,Supermarket Type3,1826.603497
FDF44,7.17,Regular,0.060065869,Fruits and Vegetables,130.9968,OUT017,2007,,Tier 2,Supermarket Type1,3233.29106
NCU53,5.485,Low Fat,0.042993634,Health and Hygiene,167.3842,OUT017,2007,,Tier 2,Supermarket Type1,4715.911139
FDF47,20.85,Low Fat,0.097599775,Starchy Foods,224.8746,OUT035,2004,Small,Tier 2,Supermarket Type1,1149.25919
FDS55,7.02,Low Fat,0.135852194,Fruits and Vegetables,149.7734,OUT010,1998,,Tier 3,Grocery Store,33.29
FDZ52,19.2,LF,0.167504237,Frozen Foods,110.5886,OUT010,1998,,Tier 3,Grocery Store,2895.372266
FDL04,19,Low Fat,0.112379351,Frozen Foods,105.3622,OUT018,2009,Medium,Tier 3,Supermarket Type2,33.29
NCM26,20.5,Low Fat,0.023138823,Others,152.734,OUT035,2004,Small,Tier 2,Supermarket Type1,1782.246353
FDX43,5.655,Low Fat,0,Fruits and Vegetables,168.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,947.8096813
FDP52,18.7,Regular,0.070801636,Frozen Foods,227.801,OUT049,1999,Medium,Tier 1,Supermarket Type1,1903.923099
DRK49,14.15,LF,0.036016611,Soft Drinks,41.4138,OUT045,2002,,Tier 2,Supermarket Type1,1446.074518
FDE38,6.52,Low Fat,0.04457004,Canned,165.3842,OUT013,1987,High,Tier 3,Supermarket Type1,2198.220184
DRF13,12.1,Low Fat,0.029775731,Soft Drinks,145.2444,OUT035,2004,Small,Tier 2,Supermarket Type1,2983.356999
FDK41,14.3,Low Fat,0.213478694,Frozen Foods,84.9224,OUT010,1998,,Tier 3,Grocery Store,85.44897695
FDJ04,,Low Fat,0.123849384,Frozen Foods,120.0124,OUT027,1985,Medium,Tier 3,Supermarket Type3,33.29
FDZ44,8.185,Low Fat,0.038886823,Fruits and Vegetables,118.5808,OUT018,2009,Medium,Tier 3,Supermarket Type2,2712.139869
FDS11,7.05,Regular,0.055512274,Breads,225.7088,OUT013,1987,High,Tier 3,Supermarket Type1,3008.158043
FDA55,17.2,Regular,0.05707763,Fruits and Vegetables,224.8088,OUT049,1999,Medium,Tier 1,Supermarket Type1,1744.648642
NCW53,18.35,LF,0.030495077,Health and Hygiene,194.0162,OUT046,1997,Small,Tier 1,Supermarket Type1,878.3404865
FDB49,,Regular,0,Baking Goods,99.8384,OUT027,1985,Medium,Tier 3,Supermarket Type3,1578.103673
FDD23,9.5,Regular,0.048960915,Starchy Foods,188.1898,OUT017,2007,,Tier 2,Supermarket Type1,3862.811824
NCV42,6.26,Low Fat,0.031485704,Household,110.0228,OUT045,2002,,Tier 2,Supermarket Type1,5600.410643
NCZ29,15,Low Fat,0.071662195,Health and Hygiene,127.7362,OUT018,2009,Medium,Tier 3,Supermarket Type2,2424.976616
FDQ26,13.5,Regular,0.067815921,Dairy,58.0562,OUT013,1987,High,Tier 3,Supermarket Type1,2771.552596
FDV08,7.35,LF,0.028756673,Fruits and Vegetables,40.5454,OUT017,2007,,Tier 2,Supermarket Type1,4097.067369
FDC53,8.68,Low Fat,0.008849431,Frozen Foods,99.9384,OUT049,1999,Medium,Tier 1,Supermarket Type1,1403.48683
FDV58,20.85,LF,0.202948268,Snack Foods,197.4452,OUT010,1998,,Tier 3,Grocery Store,857.0668937
NCP02,,Low Fat,0.078454358,Household,58.3562,OUT019,1985,Small,Tier 1,Grocery Store,4471.504901
DRI37,15.85,Low Fat,0.107816091,Soft Drinks,56.8904,OUT045,2002,,Tier 2,Supermarket Type1,2309.652523
FDQ12,12.65,Low Fat,0.035465802,Baking Goods,229.601,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.29
FDE33,19.35,Regular,0.049635605,Fruits and Vegetables,76.5644,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.995006
FDX27,20.7,Regular,0.114348523,Dairy,95.0436,OUT045,2002,,Tier 2,Supermarket Type1,33.29
FDM22,14,Regular,0.042195096,Snack Foods,51.564,OUT017,2007,,Tier 2,Supermarket Type1,1806.509828
NCH30,,Low Fat,0.117578079,Household,113.886,OUT019,1985,Small,Tier 1,Grocery Store,2533.265467
FDC04,15.6,Low Fat,0.045240103,Dairy,241.7854,OUT017,2007,,Tier 2,Supermarket Type1,2579.191814
FDO38,17.25,low fat,0.072839052,Canned,79.7986,OUT046,1997,Small,Tier 1,Supermarket Type1,2549.068431
FDV52,,Regular,0.120932251,Frozen Foods,117.0466,OUT027,1985,Medium,Tier 3,Supermarket Type3,1307.692045
FDB32,20.6,Low Fat,0.023433422,Fruits and Vegetables,94.5778,OUT013,1987,High,Tier 3,Supermarket Type1,2525.336114
FDV43,16,Low Fat,0.077168705,Fruits and Vegetables,46.5086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1792.431328
FDI24,10.3,Low Fat,0.079064574,Baking Goods,178.237,OUT018,2009,Medium,Tier 3,Supermarket Type2,997.4416354
FDR40,9.1,Regular,0.008079833,Frozen Foods,81.7618,OUT017,2007,,Tier 2,Supermarket Type1,179.0887428
FDW02,4.805,Regular,0.037758036,Dairy,124.5704,OUT049,1999,Medium,Tier 1,Supermarket Type1,1707.892711
FDE44,14.65,LF,0.171654513,Fruits and Vegetables,48.4692,OUT049,1999,Medium,Tier 1,Supermarket Type1,33.29
FDL38,13.8,Regular,0.014733108,Canned,89.4172,OUT046,1997,Small,Tier 1,Supermarket Type1,4042.398518
NCT54,8.695,Low Fat,0,Household,96.0094,OUT010,1998,,Tier 3,Grocery Store,201.2389684
DRJ39,20.25,Low Fat,0.060802383,Dairy,219.7482,OUT010,1998,,Tier 3,Grocery Store,4103.231472
FDW55,12.6,Regular,0.022004053,Fruits and Vegetables,248.6092,OUT049,1999,Medium,Tier 1,Supermarket Type1,470.3984609
DRF13,,Low Fat,0.052143322,Soft Drinks,144.5444,OUT019,1985,Small,Tier 1,Grocery Store,2227.544174
NCW17,18,Low Fat,0.019416374,Health and Hygiene,129.5994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1741.179133
FDP13,8.1,Regular,0.134298156,Canned,40.448,OUT035,2004,Small,Tier 2,Supermarket Type1,2968.817831
FDS08,5.735,Low Fat,0.057193256,Fruits and Vegetables,174.437,OUT018,2009,Medium,Tier 3,Supermarket Type2,1909.97752
NCP17,19.35,Low Fat,0,Health and Hygiene,62.6168,OUT035,2004,Small,Tier 2,Supermarket Type1,2495.312558
NCO53,16.2,low fat,0.175151361,Health and Hygiene,182.1608,OUT035,2004,Small,Tier 2,Supermarket Type1,1004.054811
FDH19,19.35,low fat,0.033155576,Meat,173.9738,OUT045,2002,,Tier 2,Supermarket Type1,2202.691601
FDJ04,18,Low Fat,0.125156,Frozen Foods,119.8124,OUT017,2007,,Tier 2,Supermarket Type1,1391.936429
FDG10,6.63,Regular,0.010956306,Snack Foods,56.9588,OUT049,1999,Medium,Tier 1,Supermarket Type1,810.0940748
FDA40,16,Regular,0.166159652,Frozen Foods,87.5856,OUT010,1998,,Tier 3,Grocery Store,1813.709838
FDI53,8.895,Regular,0.137924102,Frozen Foods,161.9236,OUT045,2002,,Tier 2,Supermarket Type1,33.29
FDU09,7.71,Regular,0.111469959,Snack Foods,56.0956,OUT010,1998,,Tier 3,Grocery Store,1595.234375
FDK60,16.5,Regular,0.09405464,Baking Goods,98.3068,OUT045,2002,,Tier 2,Supermarket Type1,2679.853842
FDR43,18.2,Low Fat,0.16240296,Fruits and Vegetables,34.819,OUT017,2007,,Tier 2,Supermarket Type1,240.8629446
FDW22,9.695,Regular,0.030461721,Snack Foods,220.0114,OUT017,2007,,Tier 2,Supermarket Type1,5523.995217
DRP47,15.75,Low Fat,0.235341126,Hard Drinks,252.1382,OUT010,1998,,Tier 3,Grocery Store,3645.846461
